eid,title,published date,cited by count
2-s2.0-85089171238,Cardiometabolic risk in adolescents students of high school: influence of work Risco cardiometabólico em adolescentes estudantes do ensino médio: influência do trabalho Riesgo cardiometabólico en adolescentes estudiantes de la enseñanza medio: influencia del trabajo,2020-01-01,2
2-s2.0-85089170800,Pain assessment in pediatrics Avaliação da dor em pediatria Evaluación del dolor en pediatría,2020-01-01,4
2-s2.0-85089170348,Essential characteristics of a profession: A historical analysis focusing on the nursing process,2020-01-01,9
2-s2.0-85089170347,Educational demands of family members of children with special health care needs in the transition from hospital to home Demandas educativas de familiares de crianças com necessidades especiais de saúde na transição hospital casa Demandas educativas de familiares de niños con necesidades especiales de salud en la transición hospital-hogar,2020-01-01,13
2-s2.0-85089170265,Factors associated with performing activities of daily living in women after suffering a stroke,2020-01-01,3
2-s2.0-85089170158,Existential analysis of mothers in the care of their children with Sickle Cell Disease Análise existencial das mães no cuidado ao filho com Doença Falciforme Análisis existencial de las madres en el cuidado al hijo con Enfermedad Falciforme,2020-01-01,3
2-s2.0-85089140164,The Revised Champion’s Health Belief Model Scale: Predictive Validity Among Brazilian Women,2020-01-01,9
2-s2.0-85089113812,De-escalation of neoadjuvant therapy for HER2-positive early breast cancer: An overview,2020-01-01,0
2-s2.0-85089111589,"Dietary intake, clinical-nutritional status, and homocysteine in hemodialysis subjects: The mediating role of inflammation (NUGE-HD study)",2020-01-01,2
2-s2.0-85089010211,Severe radiodermatitis and risk factors associated in head and neck cancer patients Radiodermatite severa e fatores de risco associados em pacientes com câncer de cabeça e pescoço Radiodermatitis grave y factores de riesgo asociados en pacientes con cáncer de cuello y cabeza,2020-01-01,11
2-s2.0-85089000256,Resilience and self-care in people with diabetes mellitus Resiliência e autocuidado em pessoas com diabetes mellitus Artículo original resiliencia y autocuidado en personas con diabetes mellitus,2020-01-01,8
2-s2.0-85088990090,What has the covid-19 pandemic taught us about adopting preventive measures? O que a pandemia da covid-19 tem nos ensinado sobre adoção de medidas de precaução? ¿lo que la pandemia covid-19 nos enseñó sobre la adopción de las medidas preventivas?,2020-01-01,71
2-s2.0-85088987334,Educational and care-related dialogical pathway on active aging with family health strategy professionals Percurso cuidativo-educativo dialógico sobre envelhecimento ativo com profissionais da estratégia saúde da família Itinerario educativo y diálogico relacionado con la atención con respecto al envejecimiento activo con profesionales de la estrategia de salud de la familia,2020-01-01,4
2-s2.0-85088986760,A proposed evaluation of postgraduate nursing according to Thomas Kuhn Por uma proposta de avaliação da pós-graduação em enfermagem a partir de Thomas Kuhn Para una propuesta de evaluación de postgrado en enfermería de Thomas Kuhn,2020-01-01,3
2-s2.0-85088983262,Educational interventions in improving quality of life for hypertensive people: Integrative review Intervenções educativas na melhora da qualidade de vida de hipertensos: Revisão integrativa Intervenciones educativas en el mejoramiento de la calidad de vida de hipertensos: Revisión integradora,2020-01-01,1
2-s2.0-85088980086,Care skill and overload of the family caregiver of patients in cancer treatment Habilidade de cuidado e sobrecarga do cuidador familiar de pacientes em tratamento oncológico Habilidades de cuidado y sobrecarga del cuidador familiar de pacientes en tratamiento oncológico,2020-01-01,5
2-s2.0-85088977010,Congenital zika virus syndrome: Knowledge and how to communicate the diagnosis Síndrome congênita do zika vírus: Conhecimento e forma da comunicação do diagnóstico Síndrome congénito del virus del zika: Conocimientos y cómo comunicar el diagnóstico,2020-01-01,4
2-s2.0-85088976599,Care for preterm child in house: Fatherly experiences Cuidado ao filho pré-termo no domicílio: Vivências paternas Cuidados al hijo pretérmino en el domicilio: Experiencias paternas,2020-01-01,0
2-s2.0-85088972634,Systemic solutions for addressing non-communicable diseases in low-and middle-income countries,2020-01-01,23
2-s2.0-85088961948,Nursing interfaces in rural care: An integrative review Interfaces da enfermagem no cuidado rural: Revisão integrativa Interfaces de enfermería en la atención rural: Una revisión integradora,2020-01-01,5
2-s2.0-85088938764,Meanings of work: Articulation with mechanisms of risk and protection for resilience Sentidos do trabalho: Articulação com os mecanismos de risco e proteção para resiliência Sentidos del trabajo: Articulación con mecanismos de riesgo y protección de resiliencia,2020-01-01,7
2-s2.0-85088935538,Adherence to nursing guidelines in relation to home care of bone marrow transplantees in the ecosystem perscpective Adesão às orientações do enfermeiro para cuidado domiciliar do transplantado de medula óssea na perspectiva ecossistêmica Adherencia a las directrices de la enfermera para el cuidado en el hogar de la transplantación de médula ósea desde la perspectiva del ecosistema,2020-01-01,4
2-s2.0-85088893079,"Quality of life, sexual function, and bariatric surgery: A systematic review Качество жизни, половая функция и бариатрическая хирургия: Систематический обзор",2020-01-01,1
2-s2.0-85088610925,Mobile application as a learning aid for nurses and nursing students to identify and care for stroke patients: Pretest and posttest results,2020-01-01,14
2-s2.0-85088576357,Cafeteria diet from birth to adulthood promotes hepatic steatosis and redox imbalance in Wistar rats,2020-01-01,5
2-s2.0-85088528762,Risk for surgical positioning injuries: Scale validation in a rehabilitation hospital Risco para lesão no posicionamento cirúrgico: Validação de escala em um hospital de reabilitação Riesgo de lesión en posicionamiento quirúrgico: Validación de escala en un hospital de rehabilitación,2020-01-01,1
2-s2.0-85088513294,Necessary information for the families of children with autism spectrum disorder: An integrative review Informações necessárias às famílias de crianças com transtorno do espectro autista: Uma revisão integrativa Información necesaria para las familias de niños con desorden del espectro autista: Una revisión integradora,2020-01-01,9
2-s2.0-85088482329,Factors associated with the use of physical restraint in intensive care patients,2020-01-01,4
2-s2.0-85088481931,"Elaboration, validation and reliability of the safety protocol for pediatric thirst management",2020-01-01,6
2-s2.0-85088480101,Presumption of sexual abuse in children and adolescents: vulnerability of pregnancy before 14 years Presunção do abuso sexual em crianças e adolescentes: vulnerabilidade da gravidez antes dos 14 anos Presunción de abuso sexual en niños y adolescentes: vulnerabilidad del embarazo antes de 14 años,2020-01-01,6
2-s2.0-85088475460,Mechanical Restraint in Nursing Homes in Brazil: a cross-sectional study Contenção mecânica em instituição de Longa Permanência para Idosos: estudo transversal Contención Mecánica en Hogares para Ancianos: studio transversal,2020-01-01,5
2-s2.0-85088474407,ISO/TR 12300:2016 for clinical cross-terminology mapping: Contribution to nursing,2020-01-01,11
2-s2.0-85088468373,Approach to Nutrition in Cancer Patients in the Context of the Coronavirus Disease 2019 (COVID-19) Pandemic: Perspectives,2020-01-01,7
2-s2.0-85088465672,Labyrinths of nursing training and the Brazilian National Mental Health Policy Labirintos da formação em enfermagem e a Política Nacional de Saúde Mental Laberintos de la formación en enfermería y la Política Nacional de Salud Mental Brasileña,2020-01-01,6
2-s2.0-85088464635,Social representations of individuals over 50 years old living with HIV Representações sociais de pessoas acima de 50 anos sobre envelhecer com HIV Representaciones sociales de personas arriba de 50 años sobre envejecer con VIH,2020-01-01,0
2-s2.0-85088462956,How Can the Meanings Attributed to Work by Professionals Influence Families Living in Challenging Communities?,2020-01-01,1
2-s2.0-85088458065,Awareness raising workshop for nursing students on the elderly with Alzheimer’s disease: contributions to education Oficina de sensibilização ao acadêmico de enfermagem sobre o idoso com doença de Alzheimer: contribuições ao ensino Taller de sensibilización al académico de enfermería acerca del mayor con enfermedad de Alzheimer: contribuciones a la enseñanza,2020-01-01,6
2-s2.0-85088447413,Work process of river family health teams from the perspective of Primary Care managers,2020-01-01,0
2-s2.0-85088447063,Quality of life of older adults admitted to a Medical Clinic Unit of a Public Hospital in Brazil,2020-01-01,4
2-s2.0-85088441865,Faith and spirituality in the meaning of life of the elderly with Chronic Kidney Disease Fé e espiritualidade no sentido da vida do idoso com insuficiência renal crônica Fe y espiritualidad en el significado de la vida de los ancianos con Insuficiencia Renal Crónica,2020-01-01,8
2-s2.0-85088441764,Nursing process implantation in mental health: a convergent-care research Implantação do processo de enfermagem na saúde mental: pesquisa convergente-assistencial Implementación del proceso de enfermería en salud mental: investigación asistente del convergente,2020-01-01,9
