Código Mantenedora,Razão Social,CNPJ,Natureza Jurídica,Código IES,Instituição(IES),Sigla,Telefone,Sitio,e-Mail,Endereço Sede,Município,UF,Organização Acadêmica,Tipo de Credenciamento,Categoria,Categoria Administrativa,Data do Ato de Criação da IES,CI,Ano CI,CI-EaD,Ano CI-EaD,IGC,Ano IGC,Reitor/Dirigente Principal,Representante Legal,Sinalizações Vigentes,Situação da IES,Data de Descredenciamento,eid,afid,name,domain,url,variants,name_match,url_match,domain_match,variant_match
288,FUNDACAO ARNALDO VIEIRA DE CARVALHO,62.327.663/0001-72,Privada sem fins lucrativos,415,FACULDADE DE CIÊNCIAS MÉDICAS DA SANTA CASA SÃO PAULO (FCMSCSP),FCMSCSP,(11)33677833 (11)33677830,www.fcmsantacasasp.edu.br,diretor@fcmsantacasasp.edu.br,RUA DOUTOR CESÁRIO MOTA JÚNIOR - 61 - CEP: 01221-020 - VILA BUARQUE,São Paulo,SP,Faculdade,EAD - Superior / Presencial - Superior /,Privada,Privada sem fins lucrativos,1963-05-16,5,2024.0,5,2018.0,5,2023.0,,,,Ativa,,10-s2.0-60014217,60014217,Faculdade de Ciencias Medicas da Santa Casa de Sao Paulo,fcmsantacasasp.edu.br,https://fcmsantacasasp.edu.br/english/,"['Faculdade de Ciencias Medicas da Santa Casa de Sao Paulo', 'Faculty of Medical Sciences of Santa Casa de Sao Paulo']",0,0,1,0
15883,SAO JOSE DOS CAMPOS EDUCACIONAL LTDA,17.052.594/0001-87,Privada com fins lucrativos,17887,Faculdade de Ciências Médicas de São José dos Campos,-,12-2012-6600,www.humanitas.edu.br,djalmaricardo@gmail.com; analice@suprema.edu.br,Avenida Isaur de Pinho Nogueira - 5900 - CEP: 12220-000 - Vila Tatetuba,São José dos Campos,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2017-05-09,5,2024.0,-,,4,2023.0,,,,Ativa,,10-s2.0-112968138,112968138,Faculdade de Tecnologia de São José dos Campos,,,"['Faculdade De Tecnologia De São José Dos Campos', 'Faculdade De Tecnologia De São José Dos Campos - Professor Jessen Vidal', 'Faculdade De Tecnologia De São José Dos Campos - Fatec-sjc', 'Faculdade De Tecnologia De Sao José Dos Campos', 'Faculdade De Tecnologia De Sao Jose Dos Campos', 'Faculdade De Ciências Médicas De São José Dos Campos', 'Alcaldía De São José Dos Campos']",0,0,0,1
855,SOCIEDADE CULTURAL E EDUCACIONAL DE ITAPEVA S/S LTDA,02.104.766/0001-41,Privada com fins lucrativos,1281,FACULDADE DE CIÊNCIAS SOCIAIS E AGRÁRIAS DE ITAPEVA (FAIT),FAIT,(15) 3526 8888,www.fait.edu.br,dayse@faef.br,Rodovia Francisco Alves Negrão (SP 258) - Km 285 - CEP: 18412-000 - Pilão d'Água,Itapeva,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,1999-02-17,4,2024.0,-,,3,2023.0,,,,Ativa,,10-s2.0-122129288,122129288,Faculdade de Ciências Sociais e Agrárias de Itapeva (FAIT),,,[],1,0,0,0
855,SOCIEDADE CULTURAL E EDUCACIONAL DE ITAPEVA S/S LTDA,02.104.766/0001-41,Privada com fins lucrativos,1281,FACULDADE DE CIÊNCIAS SOCIAIS E AGRÁRIAS DE ITAPEVA (FAIT),FAIT,(15) 3526 8888,www.fait.edu.br,dayse@faef.br,Rodovia Francisco Alves Negrão (SP 258) - Km 285 - CEP: 18412-000 - Pilão d'Água,Itapeva,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,1999-02-17,4,2024.0,-,,3,2023.0,,,,Ativa,,10-s2.0-113318050,113318050,Faculdade de Ciências Sociais e Agrárias de Itapeva,,,[],1,0,0,0
17532,FACULDADE DE DIREITO DE SAO BERNARDO DO CAMPO,59.108.100/0001-89,Pessoa Jurídica de Direito Público - Municipal,58,FACULDADE DE DIREITO DE SÃO BERNARDO DO CAMPO (FDSBC),FDSBC,39270222,www.direitosbc.br,secretaria@direitosbc.br,Rua Java - 425 - CEP: 09750-650 - JARDIM DO MAR,São Bernardo do Campo,SP,Faculdade,Presencial - Superior,Publica,Especial,1965-02-23,-,,-,,4,2023.0,,,,Ativa,,10-s2.0-115149309,115149309,Faculdade de Direito de São Bernardo Do Campo (FDSBC),,,['Faculdade De Direito De São Bernardo Do Campo (fdsbc)'],1,0,0,1
198,FUNDACAO EDUCACIONAL SOROCABANA FAC DIREITO DE SOROCABA,71.484.646/0001-30,Privada sem fins lucrativos,276,FACULDADE DE DIREITO DE SOROCABA (FADI),FADI,(15) 21051234,http://www.fadi.br,janaina.camargo@fadi.br,Rua Doutora Ursulina Lopes Torres - 123 - CEP: 18030-103 - Vergueiro,Sorocaba,SP,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,1957-04-30,4,2023.0,-,,3,2023.0,,,,Ativa,,10-s2.0-108406864,108406864,Faculdade de Medicina de Sorocaba,,,"['Faculdade De Medicina De Sorocaba', 'Faculdade De Sorocaba', 'Faculdade De Medicina', 'Faculdade De Engenharia De Sorocaba', 'Faculdade De Direito De Sorocaba', 'Academico De Medicina Da Faculdade De Medicina De Sorocaba']",0,0,0,1
358,ASSOCIACAO JABOTICABALENSE DE EDUCACAO E CULTURA,45.337.425/0001-29,Privada sem fins lucrativos,517,FACULDADE DE EDUCAÇÃO SÃO LUÍS (FESL),FESL,(16) 3209 1800,www.saoluis.br,luciavasques@saoluis.br,Rua Floriano Peixoto - 839/873 - CEP: 14870-370 - Centro,Jaboticabal,SP,Faculdade,EAD - Superior / Presencial - Superior /,Privada,Privada sem fins lucrativos,1972-08-31,4,2023.0,4,2022.0,3,2023.0,,,Adesão ao PROIES,Ativa,,10-s2.0-112612409,112612409,Faculdade de Educação São Luís,,,"['Faculdade De Educação São Luís', 'Faculdade De Educação São Luís De Jaboticabal', 'Faculdade De Educação São Luis- Fesl']",1,0,0,1
585,SOCIEDADE CULTURAL E EDUCACIONAL DE GARCA S/S LTDA,54.715.693/0001-28,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,1307,FACULDADE DE ENSINO SUPERIOR E FORMAÇÃO INTEGRAL (FAEF),FAEF,(14) 3704-8000,www.faef.br,direcao@faef.br,Comandante João Ribeiro de Barros - s/n - CEP: 17400-000 - Acesso a Garça km 1,Garça,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,1999-05-18,5,2018.0,-,,4,2023.0,,,,Ativa,,10-s2.0-117694078,117694078,Faculdade de Ensino Superior e Formação Integral (FAEF),,,['Faculdade De Ensino Superior E Formação Integral (faef)'],1,0,0,1
306,FUNDACAO EDUCACIONAL DE ITUVERAVA,45.332.194/0001-60,Privada sem fins lucrativos,438,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE ITUVERAVA (FFCL),FFCL,(16) 3729 9000,www.feituverava.com.br,lucianami@feituverava.com.br,Rua Coronel Flauzino Barbosa Sandoval - 1259 - CEP: 14500-000 - Cidade Universitária,Ituverava,SP,Faculdade,EAD - Superior / Presencial - Superior /,Privada,Privada sem fins lucrativos,1971-08-13,4,2022.0,4,2023.0,3,2023.0,,,Unificação de Mantidas,Ativa,,10-s2.0-60290126,60290126,Fundação Educacional de Ituverava,feituverava.com.br,https://www.feituverava.com.br/,[],0,1,1,0
74,MUNICIPIO DE JUNDIAI,45.780.103/0001-50,Administração pública em geral,93,FACULDADE DE MEDICINA DE JUNDIAÍ (FMJ),FMJ,(11) 3395-2100,www.fmj.br,fmj@fmj.br,Rua Francisco Telles - 250 - CEP: 13202-550 - VILA ARENS,Jundiaí,SP,Faculdade,EAD - Superior / Presencial - Superior /,Privada,Pública Municipal,1968-03-12,-,,-,,4,2023.0,,,,Ativa,,10-s2.0-60002195,60002195,Faculdade de Medicina de Jundiai,fmj.br,http://www.fmj.br/,['Faculdade de Medicina de Jundiai'],1,1,1,1
300,FACULDADE DE MEDICINA DE MARILIA,66.495.110/0001-80,Pessoa Jurídica de Direito Público - Estadual,431,FACULDADE DE MEDICINA DE MARÍLIA (FAMEMA),FAMEMA,(14) 33112847,www.famema.br,"dirdivisaoacademica@famema.sp.gov.br, dirgeral@famema.sp.gov.br",Avenida Monte Carmelo - 800 - CEP: 17519-030 - FRAGATA C,Marília,SP,Faculdade,EAD - Superior / Presencial - Superior /,Publica,Pública Estadual,1967-01-30,-,,-,,4,2023.0,,,,Ativa,,10-s2.0-128429492,128429492,Faculdade de Medicina de Marília (FAMEMA),,,"['Faculdade De Medicina De Marília (famema)', 'Faculdade De Medicina Da Marília (famema)']",1,0,0,1
300,FACULDADE DE MEDICINA DE MARILIA,66.495.110/0001-80,Pessoa Jurídica de Direito Público - Estadual,431,FACULDADE DE MEDICINA DE MARÍLIA (FAMEMA),FAMEMA,(14) 33112847,www.famema.br,"dirdivisaoacademica@famema.sp.gov.br, dirgeral@famema.sp.gov.br",Avenida Monte Carmelo - 800 - CEP: 17519-030 - FRAGATA C,Marília,SP,Faculdade,EAD - Superior / Presencial - Superior /,Publica,Pública Estadual,1967-01-30,-,,-,,4,2023.0,,,,Ativa,,10-s2.0-60008162,60008162,Faculdade de Medicina de Marília,famema.br,https://www.famema.br/i,['Faculdade de Medicina de Marilia'],1,0,1,1
46,ESTADO DE SAO PAULO,46.379.400/0001-50,Pessoa Jurídica de Direito Público - Estadual,149,FACULDADE DE MEDICINA DE SÃO JOSÉ DO RIO PRETO (FAMERP),FAMERP,17 32015701,www.famerp.br,secretariageral@famerp.br,Avenida Brigadeiro Faria Lima - 5416 - CEP: 15090-000 - VILA SÃO PEDRO,São José do Rio Preto,SP,Faculdade,EAD - Superior / Presencial - Superior /,Publica,Pública Estadual,1968-02-16,-,,-,,5,2023.0,,,,Ativa,,10-s2.0-60049617,60049617,Faculdade de Medicina de São José do Rio Preto,famerp.br,https://www.famerp.br/,['Faculdade de Medicina de Sao Jose do Rio Preto'],1,1,1,1
1265,MOSTEIRO DE SAO BENTO DE SAO PAULO,61.018.750/0001-85,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1921,FACULDADE DE SÃO BENTO (FSB),FSB,(11)3328 8790,www.faculdadedesaobento.com.br,diretoracademico@faculdadedesaobento.com.br,Largo de São Bento - S/N - CEP: 01029-010 - Centro,São Paulo,SP,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,2001-12-10,4,2023.0,-,,3,2023.0,,,,Ativa,,10-s2.0-113346504,113346504,Mosteiro de São Bento de São Paulo (MSBSP),,,"['Faculdade De Filosofia De São Bento', 'Faculdade São Bento De São Paulo', 'Faculdade De São Bento São Paulo', 'Faculdade De São Bento']",0,0,0,1
16878,CEISP SERVICOS EDUCACIONAIS LTDA,09.099.207/0001-30,Privada com fins lucrativos,2399,FACULDADE DE SOROCABA,-,(15)32128160,www.uniesp.edu.br/sorocaba,legis.educ@uniesp.edu.br,Rua da Penha - 620 - CEP: 18010-002 - Centro,Sorocaba,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2005-11-16,3,2017.0,-,,3,2021.0,,,"Em supervisão - Procedimento Sancionador, Vedação de criação de cursos de especialização Lato Sensu",Ativa,,10-s2.0-108406864,108406864,Faculdade de Medicina de Sorocaba,,,"['Faculdade De Medicina De Sorocaba', 'Faculdade De Sorocaba', 'Faculdade De Medicina', 'Faculdade De Engenharia De Sorocaba', 'Faculdade De Direito De Sorocaba', 'Academico De Medicina Da Faculdade De Medicina De Sorocaba']",0,0,0,1
16134,UNIESP S.A,19.347.410/0001-31,Privada com fins lucrativos,2009,FACULDADE DE TAQUARITINGA (FTGA),FTGA,(16) 3253.8660,www.faculdadedetaquaritinga.edu.br,paulo.cscatolin@uniesp.edu.br;legis.educ@uniesp.edu.br,Fazenda Contendas - s/n - CEP: 15900-000 - Zona Rural,Taquaritinga,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2002-12-31,3,2013.0,-,,2,2022.0,,,,Ativa,,10-s2.0-116774386,116774386,Faculdade de Tecnologia de Taquaritinga (FATEC),,,"['Faculdade De Tecnologia De Taquaritinga (fatec)', 'Faculdade De Tecnologia De Taquaritinga', 'Faculdade De Taquaritinga']",0,0,0,1
16134,UNIESP S.A,19.347.410/0001-31,Privada com fins lucrativos,2009,FACULDADE DE TAQUARITINGA (FTGA),FTGA,(16) 3253.8660,www.faculdadedetaquaritinga.edu.br,paulo.cscatolin@uniesp.edu.br;legis.educ@uniesp.edu.br,Fazenda Contendas - s/n - CEP: 15900-000 - Zona Rural,Taquaritinga,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2002-12-31,3,2013.0,-,,2,2022.0,,,,Ativa,,10-s2.0-119884790,119884790,Faculdade de Taquaritinga,,,['Faculdade De Taquaritinga'],1,0,0,1
16134,UNIESP S.A,19.347.410/0001-31,Privada com fins lucrativos,2009,FACULDADE DE TAQUARITINGA (FTGA),FTGA,(16) 3253.8660,www.faculdadedetaquaritinga.edu.br,paulo.cscatolin@uniesp.edu.br;legis.educ@uniesp.edu.br,Fazenda Contendas - s/n - CEP: 15900-000 - Zona Rural,Taquaritinga,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2002-12-31,3,2013.0,-,,2,2022.0,,,,Ativa,,10-s2.0-130485103,130485103,Faculdade de Taquaritinga,,,['Faculdade De Taquaritinga'],1,0,0,1
33,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,62.823.257/0001-09,Pessoa Jurídica de Direito Público - Estadual,15757,Faculdade de Tecnologia de Barueri (Fatec Barueri),Fatec Barueri,11-41983121/3096/3086/3268,www.fatecbarueri.edu.br,f209dir@cps.sp.gov.br,Avenida Carlos Capriotti - 123 - CEP: 06401-136 - Centro,Barueri,SP,Faculdade,Presencial - Superior,Publica,Pública Estadual,2010-07-01,-,,-,,4,2023.0,,,,Ativa,,10-s2.0-110099923,110099923,Faculdade de Tecnologia de Barueri,,,['Faculdade de Tecnologia de Barueri'],1,0,0,1
33,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,62.823.257/0001-09,Pessoa Jurídica de Direito Público - Estadual,15689,Faculdade de Tecnologia de Bauru (FATEC),FATEC,14 32232083,www.fatecbauru.cps.sp.gov.br,op196@centropaulasouza.sp.gov.br,Rua Manoel Bento da Cruz - 30 - CEP: 17015-171 - Centro,Bauru,SP,Faculdade,Presencial - Superior,Publica,Pública Estadual,2010-04-09,-,,-,,3,2023.0,,,,Ativa,,10-s2.0-113064671,113064671,Faculdade de Tecnologia de Bauru,,,"['Faculdade De Tecnologia De Bauru', 'Faculdade De Tecnologia De Bauru- Fatec', 'Unesp - Faculdade De Engenharia De Bauru']",1,0,0,1
33,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,62.823.257/0001-09,Pessoa Jurídica de Direito Público - Estadual,4020,FACULDADE DE TECNOLOGIA DE BOTUCATU (FATEC BT),FATEC BT,(14) 38143004,www.fatecbt.edu.br,danisley.roschel@fatec.sp.gov.br,Avenida José Ítalo Bachi - s/n - CEP: 18606-855 - Jardim Aeroporto,Botucatu,SP,Faculdade,EAD - Superior / Presencial - Superior /,Publica,Pública Estadual,1994-12-16,-,,-,,3,2023.0,,,,Ativa,,10-s2.0-107294891,107294891,Faculdade de Tecnologia de Botucatu,,,"['Faculdade De Tecnologia De Botucatu', 'Faculdade De Tecnologia De Botucatu (fatec-bt)', 'Faculdade De Tecnologia De Botucatu (fatec)', 'Faculdade Iteana De Botucatu', 'Faculdade De Tecnológica De Botucatu', 'Faculdade De Tecnología De Botucatu', 'Faculdade De Botucatu', 'Faculdad De Medicina De Botucatu']",1,0,0,4
33,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,62.823.257/0001-09,Pessoa Jurídica de Direito Público - Estadual,19739,Faculdade de Tecnologia de Campinas (FATEC CAMPINAS),FATEC CAMPINAS,(19)3216-6474,http://www.fateccampinas.com.br/,f276acad@cps.sp.gov.br,Avenida Cônego Antônio Rocato - KM 3.5 - CEP: 13082-015 - Chácaras Campos dos Amarais,Campinas,SP,Faculdade,Presencial - Superior,Publica,Pública Estadual,2014-04-02,-,,-,,3,2023.0,,,,Ativa,,10-s2.0-121111677,121111677,Faculdade de Tecnologia de Campinas (FATEC-CPS),,,"['Faculdade De Tecnologia De Campinas (fatec-cps)', 'Faculdade De Tecnologia De Campinas (fatec)', 'Faculdade De Tecnologia (fatec)']",1,0,0,2
33,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,62.823.257/0001-09,Pessoa Jurídica de Direito Público - Estadual,15704,Faculdade de Tecnologia de Capão Bonito (FATEC-CB),FATEC-CB,15 35422654,www.fateccb.edu.br,f174acad@cps.sp.gov.br,Avenida Péricles de Freitas - 296 - CEP: 18304-750 - Terras do Imbiruçu,Capão Bonito,SP,Faculdade,Presencial - Superior,Publica,Pública Estadual,2008-01-22,-,,-,,-,,,,,Ativa,,10-s2.0-112095749,112095749,Faculdade de Tecnologia de Capão Bonito - FATEC,,,"['Faculdade De Tecnologia De Capão Bonito', 'Faculdade De Tecnologia De Capão Bonito - Fatec']",0,0,0,1
33,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,62.823.257/0001-09,Pessoa Jurídica de Direito Público - Estadual,15704,Faculdade de Tecnologia de Capão Bonito (FATEC-CB),FATEC-CB,15 35422654,www.fateccb.edu.br,f174acad@cps.sp.gov.br,Avenida Péricles de Freitas - 296 - CEP: 18304-750 - Terras do Imbiruçu,Capão Bonito,SP,Faculdade,Presencial - Superior,Publica,Pública Estadual,2008-01-22,-,,-,,-,,,,,Ativa,,10-s2.0-120139839,120139839,FATEC-Faculdade de Tecnologia de Capão Bonito,,,"['Fatec-faculdade De Tecnologia De Capão Bonito', 'Faculdade De Tecnologia De Capão Bonito']",0,0,0,1
33,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,62.823.257/0001-09,Pessoa Jurídica de Direito Público - Estadual,16410,Faculdade de Tecnologia de Catanduva (FATEC Catanduva),FATEC Catanduva,551735247186,www.fateccatanduva.edu.br,f182acad@cps.sp.gov.br,Rua Maranhão - 898 - CEP: 15800-020 - Centro,Catanduva,SP,Faculdade,Presencial - Superior,Publica,Pública Estadual,2008-09-02,-,,-,,4,2023.0,,,,Ativa,,10-s2.0-115135745,115135745,Faculdade de Tecnologia de Catanduva,,,['Faculdade de Tecnologia de Catanduva'],1,0,0,1
33,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,62.823.257/0001-09,Pessoa Jurídica de Direito Público - Estadual,4021,FACULDADE DE TECNOLOGIA DE GARÇA (FATECGA),FATECGA,(14)3588-1800,https://fatecgarca.cps.sp.gov.br/,f119dir@cps.sp.gov.br,Av. Presidente Vargas - 2331 - CEP: 17400-000 - Vila José Ribeiro,Garça,SP,Faculdade,EAD - Superior / Presencial - Superior /,Publica,Pública Estadual,2004-01-07,-,,-,,3,2023.0,,,,Ativa,,10-s2.0-116979619,116979619,Faculdade de Tecnologia de Garça,,,['Faculdade de Tecnologia de Garça'],1,0,0,1
33,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,62.823.257/0001-09,Pessoa Jurídica de Direito Público - Estadual,4021,FACULDADE DE TECNOLOGIA DE GARÇA (FATECGA),FATECGA,(14)3588-1800,https://fatecgarca.cps.sp.gov.br/,f119dir@cps.sp.gov.br,Av. Presidente Vargas - 2331 - CEP: 17400-000 - Vila José Ribeiro,Garça,SP,Faculdade,EAD - Superior / Presencial - Superior /,Publica,Pública Estadual,2004-01-07,-,,-,,3,2023.0,,,,Ativa,,10-s2.0-118710688,118710688,Faculdade de Tecnológia de Garça,,,"['Faculdade De Tecnológia De Garça', 'Faculdade De Tecnologia De Garça']",1,0,0,2
33,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,62.823.257/0001-09,Pessoa Jurídica de Direito Público - Estadual,1584,FACULDADE DE TECNOLOGIA DE GUARATINGUETÁ (FATEC GT),FATEC GT,31262643,www.fatecguaratingueta.edu.br,diretoria@fatecguaratingueta.edu.br,Avenida Professor João Rodrigues Alckimin - 1501 - CEP: 12517-010 - Jardim Esperança,Guaratinguetá,SP,Faculdade,EAD - Superior / Presencial - Superior /,Publica,Pública Estadual,1994-09-22,-,,-,,4,2023.0,,,,Ativa,,10-s2.0-101835016,101835016,FATEC - Faculdade de Tecnologia de Guaratinguetá,,,"['Fatec - Faculdade De Tecnologia De Guaratinguetá', 'Faculdade De Tecnologia De Guaratinguetá (fatec)', 'Faculdade De Tecnologia De Guaratinguetá', 'Faculdade De Engenharia De Guaratinguetá', 'Fac. De Engenharia De Guaratingueta']",0,0,0,2
33,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,62.823.257/0001-09,Pessoa Jurídica de Direito Público - Estadual,15752,Faculdade de Tecnologia de Guarulhos (FATEC GR),FATEC GR,2475-8801,www.fatecguarulhos.edu.br,f167dir@cps.sp.gov.br,Rua Cristobal Claudio Elillo - 88 - CEP: 07190-065 - Parque Cecap,Guarulhos,SP,Faculdade,Presencial - Superior,Publica,Pública Estadual,2007-12-12,-,,-,,4,2023.0,,,,Ativa,,10-s2.0-114758998,114758998,Química e BiologiaFaculdade de Ciências e Tecnologia FCT/UNESPPresidente Prudente,,,"['Química E Biologiafaculdade De Ciências E Tecnologia Fct/unesppresidente Prudente', 'Faculdade De Tecnologia Guarulhos', 'Faculdade De Tecnologia De Guarulhos', 'Faculdade De Tecnologia', 'Faculdade De Ciências E Tecnologia - Fct/unesp', 'Faculdade De Ciências E Tecnologia']",0,0,0,1
33,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,62.823.257/0001-09,Pessoa Jurídica de Direito Público - Estadual,1583,FACULDADE DE TECNOLOGIA DE INDAIATUBA (FATEC-ID),FATEC-ID,(19) 3885-1923,www.fatecindaiatuba.edu.br,f105dir@cps.sp.gov.br,Rua Dom Pedro I - 65 - CEP: 13334-100 - Cidade Nova I,Indaiatuba,SP,Faculdade,EAD - Superior / Presencial - Superior /,Publica,Pública Estadual,1994-10-05,-,,-,,3,2023.0,,,,Ativa,,10-s2.0-117187198,117187198,Faculdade de Tecnologia de Indaiatuba (FATECID),,,['Faculdade de Tecnologia de Indaiatuba (FATECID)'],1,0,0,1
33,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,62.823.257/0001-09,Pessoa Jurídica de Direito Público - Estadual,1583,FACULDADE DE TECNOLOGIA DE INDAIATUBA (FATEC-ID),FATEC-ID,(19) 3885-1923,www.fatecindaiatuba.edu.br,f105dir@cps.sp.gov.br,Rua Dom Pedro I - 65 - CEP: 13334-100 - Cidade Nova I,Indaiatuba,SP,Faculdade,EAD - Superior / Presencial - Superior /,Publica,Pública Estadual,1994-10-05,-,,-,,3,2023.0,,,,Ativa,,10-s2.0-112757823,112757823,Faculdade de Tecnologia de Indaiatuba,,,['Faculdade de Tecnologia de Indaiatuba'],1,0,0,1
33,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,62.823.257/0001-09,Pessoa Jurídica de Direito Público - Estadual,37,FACULDADE DE TECNOLOGIA DE JAHU (FATEC-JAHU),FATEC-JAHU,14 3622-8280,www.fatecjahu.edu.br,f020editais@cps.sp.gov.br,Rua Frei Galvão - S/N - CEP: 17212-599 - JARDIM PEDRO OMETTO,Jaú,SP,Faculdade,EAD - Superior / Presencial - Superior /,Publica,Pública Estadual,1990-02-24,-,,-,,3,2023.0,,,,Ativa,,10-s2.0-116733278,116733278,Faculdade de Tecnologia de Jahu,,,['Faculdade De Tecnologia De Jahu'],1,0,0,1
33,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,62.823.257/0001-09,Pessoa Jurídica de Direito Público - Estadual,37,FACULDADE DE TECNOLOGIA DE JAHU (FATEC-JAHU),FATEC-JAHU,14 3622-8280,www.fatecjahu.edu.br,f020editais@cps.sp.gov.br,Rua Frei Galvão - S/N - CEP: 17212-599 - JARDIM PEDRO OMETTO,Jaú,SP,Faculdade,EAD - Superior / Presencial - Superior /,Publica,Pública Estadual,1990-02-24,-,,-,,3,2023.0,,,,Ativa,,10-s2.0-119832162,119832162,Faculdade de Tecnologia de Jahu (Fatec Jahu),,,['Faculdade De Tecnologia De Jahu (fatec Jahu)'],1,0,0,1
33,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,62.823.257/0001-09,Pessoa Jurídica de Direito Público - Estadual,4024,FACULDADE DE TECNOLOGIA DE MOCOCA (FATEC),FATEC,(19) 3656 5559 - 3665 6005,https://www.fatecmococa.edu.br/,f120acad@cps.sp.gov.br,Avenida Américo Pereira Lima - S/N - CEP: 13736-260 - Jardim Lavínia,Mococa,SP,Faculdade,EAD - Superior / Presencial - Superior /,Publica,Pública Estadual,2004-01-07,-,,-,,3,2023.0,,,,Ativa,,10-s2.0-101642061,101642061,Faculdade de Tecnologia de Mococa,,,['Faculdade De Tecnologia De Mococa'],1,0,0,1
33,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,62.823.257/0001-09,Pessoa Jurídica de Direito Público - Estadual,15576,Faculdade de Tecnologia de Mogi das Cruzes (FATEC-MC),FATEC-MC,11 4699.2799,www.fatecmogidascruzes.com.br,f184acad@cps.sp.gov.br,Rua Carlos Baratino - 01 - CEP: 08773-600 - Vila Mogilar,Mogi das Cruzes,SP,Faculdade,Presencial - Superior,Publica,Pública Estadual,,-,,-,,4,2023.0,,,,Ativa,,10-s2.0-113421068,113421068,Mogi das Cruzes University,,,"['Mogi Das Cruzes University', 'Mogi Das Cruzes Medical Faculty', 'Nephrology Inst. Of Mogi Das Cruzes', 'Mogi Das Cruzes University - Umc', 'Mogi Das Cruzes University (umc)', 'Faculdade De Tecnologia De Mogi Das Cruzes', 'Centro Paula Souza Mogi Das Cruzes']",0,0,0,1
