eid,title,published date,cited by count
2-s2.0-85021641553,Occupational stress in elementary school faculty members in rio grande do sul: A gender analysis Estresse ocupacional em docentes do ensino fundamental de uma escola no sul do Brasil: Uma análise a partir de uma perspectiva de gênero Estrés laboral en docentes de la escuela primaria en el sur de Brasil: Un análisis desde una perspectiva de género,2017-06-19,0
2-s2.0-85033355221,From hípica to cabanha: Brazilian stable hands in different cultures and contexts,2017-06-13,1
2-s2.0-85033347671,Equestrian cultures in global and local contexts,2017-06-13,19
2-s2.0-85033335906,Afterword: Formalising equestrian social science,2017-06-13,3
2-s2.0-85033331817,Introduction to equestrian cultures in global and local contexts,2017-06-13,4
2-s2.0-85020738250,Lipase-Mediated Kinetic Resolution: An Introductory Approach to Practical Biocatalysis,2017-06-13,8
2-s2.0-85020718452,Controlled Synthesis of Nanomaterials at the Undergraduate Laboratory: Cu(OH)2 and CuO Nanowires,2017-06-13,25
2-s2.0-85018400816,Police deadly use of firearms: An international comparison,2017-06-13,28
2-s2.0-85045537118,A logical architecture for dynamic legal interpretation,2017-06-12,8
2-s2.0-85023647897,A contextualized analysis of electrical engineering undergraduate courses at Brazilian public universities,2017-06-07,1
2-s2.0-85023632704,The effect of gender on the motivation of engineering students participating on multinational design projects,2017-06-07,7
2-s2.0-85023617361,University-enterprise cooperation for talent development: The case of supervised internship in a Brazilian engineering university,2017-06-07,1
2-s2.0-85023609458,Haptic interaction with virtual interface to learn strength of materials,2017-06-07,4
2-s2.0-85010653091,The nature and developments of the Common Agricultural Policy: lessons for European integration from the UK perspective,2017-06-07,10
2-s2.0-84990201824,The Open Government Partnership: Mere Smokescreen or New Paradigm?,2017-06-07,18
2-s2.0-84982797301,Introduction,2017-06-07,0
2-s2.0-84981172792,Education and pedagogy: A Foucauldian perspective*,2017-06-07,1
2-s2.0-84978782714,The care of the self and biopolitics: Resistance and practices of freedom*,2017-06-07,9
2-s2.0-84978736587,Two premises and one general hypothesis for the analysis of the educational present,2017-06-07,0
2-s2.0-85038870620,Reclaiming the Potential of Transformative Scholarship to Enable Social Justice,2017-06-06,30
2-s2.0-85033356540,"Interview with Marcelo Assunçao, owner of the first foodroof",2017-06-06,0
2-s2.0-85033351373,Policy context: PAC,2017-06-06,0
2-s2.0-85033351185,Involvement of residents,2017-06-06,0
2-s2.0-85033331313,Foreword,2017-06-06,0
2-s2.0-85033327838,Building a foodroof in one week,2017-06-06,0
2-s2.0-85033327801,Conclusions and outlook,2017-06-06,0
2-s2.0-85026268173,MFSec 2017 chairs‘ welcome,2017-06-06,0
2-s2.0-85021749669,Playing against dengue design and development of a serious game to help tackling dengue,2017-06-05,13
2-s2.0-85021707293,A virtual environment for breast exams practice with Haptics and gamification,2017-06-05,6
2-s2.0-85021696648,Minimizing cyber sickness in head mounted display systems: Design guidelines and applications,2017-06-05,97
2-s2.0-84983246846,Can experience modulate handler responses to boxes designed to decrease musculoskeletal load?*,2017-06-03,6
2-s2.0-84980373350,Inclusive Development and the Asymmetric State: Big Projects and Local Communities in the Brazilian Amazon,2017-06-03,26
2-s2.0-84964529989,Urban and rural population growth in a spatial panel of municipalities,2017-06-03,67
2-s2.0-85088167236,Studies in Sciences of Religion and Theology in Brazil: Current Status and Perspectives Estudos de Ciências da Religião e Teologia no Brasil: Situação Atual e Perspectivas,2017-06-01,0
2-s2.0-85088166880,Research note: The Contribution of the Rede Latino-americana de Estudos Pentecostais,2017-06-01,0
2-s2.0-85088166293,Editorial: The International Journal of Latin American Religions—a Response to the Academic Demands of a Dynamic Field of Research,2017-06-01,2
2-s2.0-85088023211,"Interview with Boris Briones, President of the Chilean Society of Sciences of Religions",2017-06-01,0
2-s2.0-85076743241,Reconceptualizing scientific literacy: The role of students’ epistemological profiles,2017-06-01,7
2-s2.0-85071861394,Tacit choice of law in the Hague Principles,2017-06-01,5
2-s2.0-85067201808,Globalization and digitalization as challenges for a professional career in manufacturing industries—differences in awareness and knowledge of students from Brazil and Germany,2017-06-01,5
2-s2.0-85065330490,Shared participatory research principles and methodologies: Perspectives from the usa and brazil—45 years after paulo freire’s “pedagogy of the oppressed”,2017-06-01,38
2-s2.0-85052727888,Governing Climate Change Risks: Subnational Climate Policies in Brazil,2017-06-01,14
2-s2.0-85051711266,A brief historical overview of jazz in Brazil Breve panorama histórico del jazz en Brasil,2017-06-01,2
2-s2.0-85037747059,Customary International Law and the Third World: Do not step on the grass,2017-06-01,26
2-s2.0-85034657909,Obstacles to innovation in Brazil: The lack of qualified individuals to implement innovation and establish university–firm interactions,2017-06-01,16
2-s2.0-85033238556,Oceanographic data repositories: An analysis of the international situation,2017-06-01,1
2-s2.0-85032983437,Açaí fruit and urban growth in small cities of amazon river estuary: A reflection A relação entre a economia do açaã: E crescimento urbano em uma pequena cidade do estuário do rio Amazonas: Uma reflexão,2017-06-01,2
2-s2.0-85032963496,Notes on te geographicity of landscape portrayed in literature and poetry Notas sobre a geograficidade da paisagem retratada na literatura e poesia,2017-06-01,1
2-s2.0-85032144613,Development by trial and error: The authority of good enough numbers,2017-06-01,29
2-s2.0-85029070627,Content selection in undergraduate LIS education,2017-06-01,4
2-s2.0-85028922358,Pedagogical content knowledge and history teachers' education: Contributions for theory and practice Conhecimento didático e formação de professores de história: Contribuições para a teoria e a prática,2017-06-01,0
2-s2.0-85028727047,On the path to a methodology for the critique of digital literature,2017-06-01,3
2-s2.0-85028715294,The small-world of 'Le Petit Prince': Revisiting the word frequency distribution,2017-06-01,2
2-s2.0-85028410623,The open economy trilemma in Latin America: A three-decade analysis,2017-06-01,4
2-s2.0-85028317920,Characterization of Metrics Induced by Hierarchical Posets,2017-06-01,17
2-s2.0-85027992963,Teaching dental students to understand the temporomandibular joint using MRI: Comparison of conventional and digital learning methods,2017-06-01,11
2-s2.0-85027505340,A location-allocation model for Logistics integration centers,2017-06-01,8
2-s2.0-85027502848,Technical and financial efficiency of Brazilian Container terminals,2017-06-01,1
2-s2.0-85026245864,Stakeholder perceptions on governance for the protection and increase of forest cover in the Panama Canal Watershed,2017-06-01,5
2-s2.0-85025707045,Mercosur's Democratic Agreement: Conceptual uncertainty and strategic use Cláusula Democrática do Mercosul: Indefinição conceitual e uso estratégico,2017-06-01,3
2-s2.0-85025706771,Democratizing constitutional jurisdiction? Brazilian Supreme Court's public hearings case Democratizar a jurisdição constitucional? O caso das audiências públicas no Supremo Tribunal Federal,2017-06-01,9
2-s2.0-85025647395,"The political dynamics of the empire: Instability, offices and house of representatives (1840-1889) A dinâmica política do Império: Instabilidade, gabinetes e Câmara dos Deputados (1840-1889)",2017-06-01,3
2-s2.0-85025619754,"Economic growth, democracy and institutions: What are the evidence of these causal relationships in Latin America? Crescimento econômico, democracia e instituições: Quais as evidências dessas relações causais na América Latina?",2017-06-01,1
2-s2.0-85025589431,"Legislators, fundseekers, and paternalists: Political representation at the local level Legisladores, captadores e assistencialistas: A representação política no nível local",2017-06-01,9
2-s2.0-85025108158,Moieties and mortuary mounds: Dualism at a mound and enclosure complex in the southern brazilian highlands,2017-06-01,8
2-s2.0-85024904143,Convergence and Divergence in Capital Market Systems: The Case of Brazil,2017-06-01,0
2-s2.0-85022341879,‘No mam. You are heterosexual’: Whose language? Whose sexuality?,2017-06-01,17
2-s2.0-85022335943,Ex-centric textualities and rehearsed narratives at a gender identity clinic in Brazil: Challenging discursive colonization,2017-06-01,13
2-s2.0-85022333492,Readings of the contemporary in art education: Simultaneity and ambivalence in video art,2017-06-01,0
2-s2.0-85021914542,Evaluating Brazilian Bid Rounds: The impact of a plan to grant licences to optimize demand in the upstream sector,2017-06-01,3
2-s2.0-85021791378,Effects of cognitive effort on the resolution of overspecified descriptions,2017-06-01,8
2-s2.0-85021733627,The Effects of Acute Cannabis Use on Nontraffic Injury Risk: Reviewing the Available Literature and Identifying Ways Forward,2017-06-01,1
2-s2.0-85021709004,The Quality of Sustainability Reports and Corporate Financial Performance: Evidence From Brazilian Listed Companies,2017-06-01,60
2-s2.0-85021380978,Variation in the Brazilian Portuguese clitic domain A variação no domínio dos clíticos no Português Brasileiro,2017-06-01,1
2-s2.0-85021341944,Geolinguistic studies: Roads travelled in the Brazilian territory Estudos geolinguísticos: Caminhos seguidos no território Brasileiro,2017-06-01,0
2-s2.0-85021337041,On the use of ter (have) and haver (there to be) in verb-phrases: Contrastive analysis Portuguese-Spanish A propósito do uso de ter e haver em lexias verbo-nominais: Análise contrastiva Português-Espanhol,2017-06-01,0
2-s2.0-85021166279,Cardiovascular Response of an Acute Exergame Session in Prepubertal Obese Children,2017-06-01,3
2-s2.0-85021162064,Brazilian legislators at work: Constitutional amendments as electoral strategy,2017-06-01,2
2-s2.0-85021140025,Delphi technique as a consultation method in regulatory impact assessment (RIA) - The Portuguese water sector,2017-06-01,23
2-s2.0-85020942067,Differences in intelligence and socio-economic outcomes across the twenty seven states of Brazil,2017-06-01,7
2-s2.0-85020926649,Polisdigitocracy: Citizen engagement for climate action through digital technologies,2017-06-01,10
2-s2.0-85020713676,Adsorption of protein on activated carbon used in the filtration of mucilage derived from Pereskia aculeata Miller,2017-06-01,16
2-s2.0-85020646392,"Implementing the “Sustainable Development Goals”: towards addressing three key governance challenges—collective action, trade-offs, and accountability",2017-06-01,281
2-s2.0-85020395965,"The battle over abortion rights in Brazil’s state arenas, 1995-2006",2017-06-01,18
2-s2.0-85020380173,Scientific Publication for Nonnative English Speakers: A Retrospective of a Workshop in Brazil,2017-06-01,4
2-s2.0-85020225101,The weight of inequality: Socioeconomic status and adolescent body mass in Brazil,2017-06-01,9
2-s2.0-85020099864,"Are GMO policies ""trade related""? Empirical analysis of Latin America",2017-06-01,12
2-s2.0-85019993239,The use of Local Ecological Knowledge as a complementary approach to understand the temporal and spatial patterns of fishery resources distribution,2017-06-01,48
